htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
umn.31951p001791405,0,ic,3096333,,UMN,000546386,34115434,"1571312056,9781571312051",,96000403,Changing the bully who rules the world : reading and thinking about ethics / [compiled by] Carol Bly.,"Milkweed Editions, 1996.",bib,2015-01-13 03:25:15,0,1996,mnu,eng,BK,UMN,umn,umn,google,google,,https://catalog.hathitrust.org/Record/3096333,https://hdl.handle.net/2027/umn.31951p001791405,Milkweed Editions,True,True,"['bush foundation', 'target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', None, 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'piper jaffray companies, inc.', None, 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', ""lila wallace reader's digest fund""]"
umn.31951p002563627,0,ic,7474628,,UMN,001770714,27429979,"0915943654,9780915943654",,93016148,Basic needs : a year with street kids in a city school / by Julie Landsman.,"Milkweed Editions, 1993.",bib,2015-01-08 03:25:21,0,1993,mnu,eng,BK,UMN,umn,umn,google,google,"Landsman, Julie.",https://catalog.hathitrust.org/Record/7474628,https://hdl.handle.net/2027/umn.31951p002563627,Milkweed Editions,True,True,"['jerome foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'target', 'general mills foundation', 'honeywell foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'northwest area foundation', ""i. a. o'shaughnessy foundation"", 'star tribune foundation', 'surdna foundation', ""lila wallace reader's digest fund""]"
umn.31951p00262194g,0,ic,7472969,,UMN,001141458,30078454,"1571312013,9781571312013",,94003812,"What makes pornography ""sexy""? / John Stoltenberg.","Milkweed Editions, c1994.",bib,2015-02-12 03:27:00,0,1994,mnu,eng,BK,UMN,umn,umn,google,google,"Stoltenberg, John.",https://catalog.hathitrust.org/Record/7472969,https://hdl.handle.net/2027/umn.31951p00262194g,Milkweed Editions,True,True,"['target', 'target', 'ecolab foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'knight foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'musser fund', 'national endowment for the arts', ""i. a. o'shaughnessy foundation"", 'st. paul companies', 'st. paul companies', 'star tribune foundation', 'surdna foundation', 'james r. thorpe foundation', 'unity avenue foundation', ""lila wallace reader's digest fund"", None]"
uva.x004478567,0,ic,102012949,,UVA,u3590692,45056337,"1571314121,9781571314123",,,The art of writing : Lu Chi's Wen fu / translated from the chinese by Sam Hamill.,"Milkweed Editions, 2000.",bib,2017-06-01 03:26:26,0,2000,mnu,eng,BK,UVA,virginia,virginia,google,google,"Lu, Ji, 261-303.",https://catalog.hathitrust.org/Record/102012949,https://hdl.handle.net/2027/uva.x004478567,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'target', 'target', 'u.s. bancorp piper jaffray foundation']"
uva.x004919907,0,ic,102041732,,UVA,u4338682,57002452,"1571312803,9781571312808",,2004027345,North to Katahdin / Eric Pinder.,"Milkweed Editions, 2005.",bib,2018-01-22 03:25:39,0,2005,mnu,eng,BK,UVA,virginia,virginia,google,google,"Pinder, Eric, 1970-",https://catalog.hathitrust.org/Record/102041732,https://hdl.handle.net/2027/uva.x004919907,Milkweed Editions,True,True,"['bush foundation', None, 'del corazón family fund', 'dougherty family foundation', 'ecolab foundation', 'joe b. foster family foundation', 'general mills foundation', 'jerome foundation', 'kathleen jones', 'constance b. kunin', 'd. k. light', 'chris and ann malecek', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'sheila c. morgan', 'laura jane musser fund', 'national endowment for the arts', 'navarre corporation', 'kate and stuart nielsen', 'outagamie charitable foundation', 'qwest foundation', 'surdna foundation', 'target', 'gertrude sexton thompson charitable trust', 'james r. thorpe foundation', 'toro foundation', 'weyerhaeuser family foundation', 'xcel energy foundation', 'katahdin / eric pinder', 'debbie reynolds', None]"
hvd.32044131732349,0,ic,102324850,,HVD,014131809,857967487,"1555976824,9781555976828",,2013958013,Second childhood / Fanny Howe.,"Graywolf Press, [2014]",bib,2019-01-10 03:26:02,0,2014,mnu,eng,BK,HVD,harvard,harvard,harvard,open,"Howe, Fanny,",https://catalog.hathitrust.org/Record/102324850,https://hdl.handle.net/2027/hvd.32044131732349,Graywolf Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'wells fargo foundation minnesota', 'target', 'mcknight foundation']"
inu.30000001261688,0,ic,1537758,v.6 1989,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-09-26 03:28:12,0,1989,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000001261688,Graywolf Press,True,True,"['northwest area foundation', 'national endowment for the arts', 'minnesota state arts board', 'mcknight foundation', 'minnesota state arts board', 'united arts']"
inu.30000004455584,0,ic,1537758,v.5 1988,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-01 03:28:01,0,1988,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000004455584,Graywolf Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'united arts']"
inu.30000009957618,0,ic,1537758,v.7 1990,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-01 03:28:01,0,1990,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000009957618,Graywolf Press,True,True,"['national endowment for the arts', None, 'minnesota state arts board', 'mcknight foundation', 'minnesota state arts board', 'united arts']"
inu.30000011370792,0,ic,4504688,,INU,392431,13615324,"0915308762,0915308770,9780915308767,9780915308774",,85080979,The lay of the love and death of Cornet Christoph Rilke / Rainer Maria Rilke ; translated by Stephen Mitchell.,"Graywolf Press, 1985.",bib,2014-10-01 03:29:28,0,1985,mnu,eng,BK,INU,iu,iu,google,google,"Rilke, Rainer Maria, 1875-1926.",https://catalog.hathitrust.org/Record/4504688,https://hdl.handle.net/2027/inu.30000011370792,Graywolf Press,True,True,[]
inu.30000011854258,0,ic,1537758,v.2 1986,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-01 03:28:01,0,1986,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000011854258,Graywolf Press,True,True,[]
inu.30000028446254,0,ic,1537758,v.9 1992,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-01 03:28:01,0,1992,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000028446254,Graywolf Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'minnesota state legislature', 'andrew w. mellon foundation', ""lila wallace reader's digest fund"", 'mcknight foundation', 'united arts']"
inu.30000028478901,0,ic,1537758,v.10 1993,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-01 03:28:01,0,1993,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000028478901,Graywolf Press,True,True,"['minnesota state arts board', 'national endowment for the arts', 'andrew w. mellon foundation', ""lila wallace reader's digest fund"", 'united arts']"
inu.30000042653521,0,ic,7581484,,INU,673489,28222288,"1555972039,9781555972035",,"93002161,93002161 //r95",All the world's mornings : a novel / by Pascal Quignard ; translated by James Kirkup.,"Graywolf Press, 1993.",bib,2014-10-01 03:26:36,0,1993,mnu,eng,BK,INU,iu,iu,google,google,"Quignard, Pascal.",https://catalog.hathitrust.org/Record/7581484,https://hdl.handle.net/2027/inu.30000042653521,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'northwest area foundation', 'andrew w. mellon foundation', ""lila wallace reader's digest fund"", 'mcknight foundation', 'target', 'target', 'star tribune foundation', 'general mills foundation', 'united arts']"
inu.30000084047087,0,ic,1537758,v.3 1987,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-02 03:26:25,0,1987,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000084047087,Graywolf Press,True,True,[]
inu.30000092689623,0,ic,7588377,,INU,6116160,57535638,"1555974155,9781555974152",,,Stump / Niall Griffiths.,"Graywolf Press, 2005.",bib,2014-09-30 03:27:14,0,2005,mnu,eng,BK,INU,iu,iu,google,google,"Griffiths, Niall, 1966-",https://catalog.hathitrust.org/Record/7588377,https://hdl.handle.net/2027/inu.30000092689623,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', ""target and mervyn's with support from the target foundation"", 'mcknight foundation', 'minnesota state arts board']"
inu.30000095814590,0,ic,7587849,,INU,6120971,57584645,"1555974171,9781555974176",,,Landing light : poems / Don Paterson.,"Graywolf Press, c2005.",bib,2014-10-02 03:26:12,0,2005,mnu,eng,BK,INU,iu,iu,google,google,"Paterson, Don, 1963-",https://catalog.hathitrust.org/Record/7587849,https://hdl.handle.net/2027/inu.30000095814590,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', ""target and mervyn's with support from the target foundation"", 'mcknight foundation', 'minnesota state arts board']"
inu.30000107397808,0,ic,6924646,,INU,8398035,317929047,"1555975372,9781555975371",,2009926847,The man from Kinvara : selected stories / Tess Gallagher.,"Graywolf Press, c2009.",bib,2014-09-29 03:26:20,0,2009,mnu,eng,BK,INU,iu,iu,google,google,"Gallagher, Tess.",https://catalog.hathitrust.org/Record/6924646,https://hdl.handle.net/2027/inu.30000107397808,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', 'target', 'mcknight foundation', 'wells fargo national endowment for the arts']"
inu.30000111497941,0,ic,7019684,,INU,6791177,77562156,"1555974589,9781555974589",,2006924342,"Meanwhile, take my hand / Kirmen Uribe ; translated from the Basque by Elizabeth Macklin.","Graywolf press, 2007.",bib,2009-11-14 22:30:41,0,2007,mnu,eng,BK,INU,iu,iu,google,google,"Uribe Urbieta, Kirmen, 1970-",https://catalog.hathitrust.org/Record/7019684,https://hdl.handle.net/2027/inu.30000111497941,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', 'target', 'mcknight foundation', 'minnesota state arts board', 'target', 'lannan translation selection']"
inu.30000114301108,0,ic,10558693,,INU,1794214,4267612,,,,Smoke's way : poems / by William Stafford.,"Graywolf Press, c1978.",bib,2014-09-28 03:26:56,0,1978,wau,eng,BK,INU,iu,iu,google,google,"Stafford, William, 1914-1993",https://catalog.hathitrust.org/Record/10558693,https://hdl.handle.net/2027/inu.30000114301108,Graywolf Press,False,False,[]
inu.30000124543400,0,ic,8573007,,INU,8254725,263983718,"1555975291,9781555975296",,,Fugitive visions : an adoptee's return to Korea / Jane Jeong Trenka.,"Graywolf Press, 2009.",bib,2014-09-27 03:28:39,0,2009,mnu,eng,BK,INU,iu,iu,google,google,"Trenka, Jane Jeong, 1972-",https://catalog.hathitrust.org/Record/8573007,https://hdl.handle.net/2027/inu.30000124543400,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', 'target', 'mcknight foundation', 'target']"
inu.30000124821053,0,ic,11811111,,INU,7697899,219997008,"1555974996,9781555974992",,2007940216,Confessions of a former child : a therapist's memoir / Daniel J. Tomasulo.,"Graywolf Press ; Turnaround [distributor], c2008.",bib,2014-09-27 03:28:33,0,2008,mnu,eng,BK,INU,iu,iu,google,google,"Tomasulo, Daniel J.",https://catalog.hathitrust.org/Record/11811111,https://hdl.handle.net/2027/inu.30000124821053,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'wells fargo foundation minnesota', 'national endowment for the arts', 'bush foundation', 'target', 'mcknight foundation', 'minnesota state arts board', 'target']"
inu.30000125847669,0,ic,1537758,v.4 1988,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-03 03:26:43,0,1988,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.30000125847669,Graywolf Press,True,True,[]
inu.32000007927835,0,und,1537758,v.1 11985,INU,4066846,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2014-10-03 03:26:43,0,1993,mnu,eng,SE,INU,iu,iu,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/inu.32000007927835,Graywolf Press,True,True,[]
inu.39000001777130,0,ic,4243789,,INU,1679367,8900226,"0915308363,9780915308361",,82082327,The woe shirt : Caribbean folk tales / by Paulé Bartón as translated by Howard A. Norman ; with drawings by Norman Laliberté.,"Graywolf Press, 1982.",bib,2014-10-03 03:25:45,0,1982,wau,eng,BK,INU,iu,iu,google,google,"Bartón, Paulé.",https://catalog.hathitrust.org/Record/4243789,https://hdl.handle.net/2027/inu.39000001777130,Graywolf Press,False,False,[]
inu.39000002638653,0,ic,7593720,,INU,1800935,4472922,,,,Tapwater : poems / by Laura Jensen ; with two drawings by the author.,"Graywolf Press, 1978.",bib,2014-10-03 03:25:35,0,1978,wau,eng,BK,INU,iu,iu,google,google,"Jensen, Laura, 1948-",https://catalog.hathitrust.org/Record/7593720,https://hdl.handle.net/2027/inu.39000002638653,Graywolf Press,False,False,[]
inu.39000002751753,0,ic,5995325,,INU,1815525,4848404,,,,The Lincoln relics : a poem / by Stanley Kunitz.,"Graywolf Press, 1978.",bib,2014-10-03 03:25:33,0,1978,wau,eng,BK,INU,iu,iu,google,google,"Kunitz, Stanley, 1905-2006",https://catalog.hathitrust.org/Record/5995325,https://hdl.handle.net/2027/inu.39000002751753,Graywolf Press,False,False,['national endowment for the arts']
mdp.39015000619562,0,ic,224112,,MIU,990002241120106381,7534170,"0915308274,0915308282,9780915308279,9780915308286",,80067983,Too bright to see : poems / by Linda Gregg.,"Graywolf Press, c1981.",bib,2012-09-04 19:30:05,0,1981,wau,eng,BK,MIU,umich,umich,google,google,"Gregg, Linda.",https://catalog.hathitrust.org/Record/224112,https://hdl.handle.net/2027/mdp.39015000619562,Graywolf Press,False,False,"[""goethe's death mask' and 'a game called fear"", 'national endowment for the arts']"
mdp.39015001184806,0,ic,228348,,MIU,990002283480106381,8832770,"0915308355,9780915308354",,82080422,"Astonishment of origins : French sequences / by Rainer Maria Rilke ; translated by A. Poulin, Jr.","Graywolf Press, c1982.",bib,2012-04-10 19:30:16,0,1982,wau,eng,BK,MIU,umich,umich,google,google,"Rilke, Rainer Maria, 1875-1926.",https://catalog.hathitrust.org/Record/228348,https://hdl.handle.net/2027/mdp.39015001184806,Graywolf Press,False,False,[]
mdp.39015004713486,0,ic,479444,,MIU,990004794440106381,1580585,"0915308010,9780915308019",,"75321386,75321386//r76",Rain five days and I love it / Richard Hugo.,"Graywolf Press, 1975.",bib,2012-09-03 19:30:03,0,1975,wau,eng,BK,MIU,umich,umich,google,google,"Hugo, Richard, 1923-1982.",https://catalog.hathitrust.org/Record/479444,https://hdl.handle.net/2027/mdp.39015004713486,Graywolf Press,False,False,[]
mdp.39015005280188,0,ic,690305,,MIU,990006903050106381,4689089,"0915308193,0915308207,9780915308194,9780915308200",,77095331,Under stars : poems / by Tess Gallagher.,"Graywolf Press, c1978.",bib,2008-06-12 00:30:02,0,1978,wau,eng,BK,MIU,umich,umich,google,google,"Gallagher, Tess.",https://catalog.hathitrust.org/Record/690305,https://hdl.handle.net/2027/mdp.39015005280188,Graywolf Press,False,False,"[""the same kiss after many years' were printed in portable kisses (sea pen press"", 'national endowment for the arts']"
mdp.39015008512454,0,ic,107659,,MIU,990001076590106381,9271342,"0915308339,9780915308330",,82081874,"Orchards : a sequence of French poems / by Rainer Maria Rilke ; translated by A. Poulin, Jr.","Graywolf Press, c1982.",bib,2012-06-10 19:30:15,0,1982,wau,eng,BK,MIU,umich,umich,google,google,"Rilke, Rainer Maria, 1875-1926.",https://catalog.hathitrust.org/Record/107659,https://hdl.handle.net/2027/mdp.39015008512454,Graywolf Press,False,False,['national endowment for the arts']
mdp.39015009072532,0,ic,714089,,MIU,990007140890106381,4857948,"0915308215,9780915308217",,79012328,"The roses & The windows / Rainer Maria Rilke ; translated from the French by A. Poulin, Jr. ; foreword by W. D. Snodgrass.","Graywolf Press, [1979]",bib,2006-11-17 13:48:31,0,1979,wau,eng,BK,MIU,umich,umich,google,google,"Rilke, Rainer Maria, 1875-1926.",https://catalog.hathitrust.org/Record/714089,https://hdl.handle.net/2027/mdp.39015009072532,Graywolf Press,False,False,[]
mdp.39015009127013,0,ic,2811814,,MIU,990028118140106381,28337399,"1555971903,1555972012,9781555971908,9781555972011",,93023114,The misunderstanding of nature : poetry / by Sophie Cabot Black.,"Graywolf Press, 1994.",bib,2008-11-02 22:30:15,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Black, Sophie Cabot.",https://catalog.hathitrust.org/Record/2811814,https://hdl.handle.net/2027/mdp.39015009127013,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'andrew w. mellon foundation', ""lila wallace reader's digest fund"", 'mcknight foundation', 'target', 'target', 'star tribune foundation', 'general mills foundation', 'united arts']"
mdp.39015010432352,0,ic,86741,,MIU,990000867410106381,2597983,,,76378309,Instructions to the double / Tess Gallagher.,"Graywolf Press, c1976.",bib,2012-03-21 09:30:45,0,1976,wau,eng,BK,MIU,umich,umich,google,google,"Gallagher, Tess.",https://catalog.hathitrust.org/Record/86741,https://hdl.handle.net/2027/mdp.39015010432352,Graywolf Press,False,False,"[None, 'national endowment for the arts']"
mdp.39015011498253,0,ic,346498,,MIU,990003464980106381,11872077,"0915308479,9780915308477",,83082865,"The migration of powers : French poems / by Rainer Maria Rilke ; translated by A. Poulin, Jr.","Graywolf Press, 1984.",bib,2008-07-02 00:30:06,0,1984,wau,eng,BK,MIU,umich,umich,google,google,"Rilke, Rainer Maria, 1875-1926.",https://catalog.hathitrust.org/Record/346498,https://hdl.handle.net/2027/mdp.39015011498253,Graywolf Press,False,False,"['national endowment for the arts', None, 'the migration of powers']"
mdp.39015013417640,0,ic,903724,,MIU,990009037240106381,17312955,"1555970990,9781555970994",,87081375,Amplitude : new and selected poems / Tess Gallagher.,"Graywolf Press, c1987.",bib,2008-07-23 01:30:29,0,1987,mnu,eng,BK,MIU,umich,umich,google,google,"Gallagher, Tess.",https://catalog.hathitrust.org/Record/903724,https://hdl.handle.net/2027/mdp.39015013417640,Graywolf Press,True,True,"['national endowment for the arts', 'united arts']"
mdp.39015013955896,0,ic,1946982,,MIU,990019469820106381,20452634,"1555971245,9781555971243",,89027450,The saddest pleasure : a journey on two rivers : a memoir / by Moritz Thomsen.,"Graywolf Press, c1990.",bib,2012-07-14 19:30:56,0,1990,mnu,eng,BK,MIU,umich,umich,google,google,"Thomsen, Moritz.",https://catalog.hathitrust.org/Record/1946982,https://hdl.handle.net/2027/mdp.39015013955896,Graywolf Press,True,True,"['bush foundation', 'national endowment for the arts', 'minnesota state arts board', 'mcknight foundation', 'minnesota state arts board', 'united arts']"
mdp.39015013960078,0,ic,1833043,,MIU,990018330430106381,15088999,"0915308908,9780915308903",,86081784,Fair Augusto and other stories / Laura Kalpakian.,"Graywolf Press, c1986.",bib,2012-09-06 19:30:52,0,1986,mnu,eng,BK,MIU,umich,umich,google,google,"Kalpakian, Laura.",https://catalog.hathitrust.org/Record/1833043,https://hdl.handle.net/2027/mdp.39015013960078,Graywolf Press,True,True,"['northwest area foundation', 'united arts']"
mdp.39015014512951,0,ic,87656,,MIU,990000876560106381,3483761,,,77153718,In a dusty light / John Haines ; [ill. by Gue Walker].,"Graywolf Press, c1977.",bib,2009-06-19 22:30:36,0,1977,wau,eng,BK,MIU,umich,umich,google,google,"Haines, John, 1924-2011.",https://catalog.hathitrust.org/Record/87656,https://hdl.handle.net/2027/mdp.39015014512951,Graywolf Press,False,False,['national endowment for the arts']
mdp.39015014626363,0,ic,944731,,MIU,990009447310106381,17546945,"1555971091,9781555971090",,87083084,Diminishing fictions : essays on the modern American novel and its critics / Bruce Bawer.,"Graywolf Press, c1988.",bib,2012-03-13 19:30:11,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Bawer, Bruce, 1956-",https://catalog.hathitrust.org/Record/944731,https://hdl.handle.net/2027/mdp.39015014626363,Graywolf Press,True,True,"['the new criterion', 'national endowment for the arts', 'bush foundation', 'united arts']"
mdp.39015014717352,0,ic,1817884,,MIU,990018178840106381,10081246,"0915308401,091530841X,9780915308408,9780915308415",,83080525,"Smoke's way : poems from limited editions, 1968-1981 / William Stafford.","Graywolf Press, c1983.",bib,2012-03-12 19:30:17,0,1983,wau,eng,BK,MIU,umich,umich,google,google,"Stafford, William, 1914-1993.",https://catalog.hathitrust.org/Record/1817884,https://hdl.handle.net/2027/mdp.39015014717352,Graywolf Press,False,False,[]
mdp.39015014751229,0,ic,1537758,v.5 1988,MIU,990015377580106381,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2012-05-11 04:30:09,0,1988,mnu,eng,SE,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/mdp.39015014751229,Graywolf Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'united arts']"
mdp.39015014891041,0,ic,1301761,,MIU,990013017610106381,17983415,"1555971113,9781555971113",,88015621,Feeding the eagles : short stories / by Paulette Bates Alden.,"Graywolf Press, 1988.",bib,2007-01-22 09:29:16,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Alden, Paulette Bates, 1947-",https://catalog.hathitrust.org/Record/1301761,https://hdl.handle.net/2027/mdp.39015014891041,Graywolf Press,True,True,"['bush foundation', None, 'jerome foundation', 'general mills foundation', 'national endowment for the arts', 'minnesota state arts board', 'united arts']"
mdp.39015015233920,0,ic,1537758,v.6 1989,MIU,990015377580106381,10666837,,07437471,86658048,The Graywolf annual.,"Graywolf Press, 1985-1993.",bib,2012-06-21 19:30:12,0,1989,mnu,eng,SE,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/1537758,https://hdl.handle.net/2027/mdp.39015015233920,Graywolf Press,True,True,"['northwest area foundation', 'national endowment for the arts', 'minnesota state arts board', 'mcknight foundation', 'minnesota state arts board', 'united arts']"
mdp.39015015447439,0,ic,1826669,,MIU,990018266690106381,5650835,"0915308177,0915308185,9780915308170,9780915308187",,"77095332,77095332 //r84",The man who kept cigars in his cap / Jim Heynen ; with ill. by Tom Pohrt,"Graywolf Press, c1979",bib,2012-09-06 19:30:58,0,1979,wau,eng,BK,MIU,umich,umich,google,google,"Heynen, Jim, 1940-",https://catalog.hathitrust.org/Record/1826669,https://hdl.handle.net/2027/mdp.39015015447439,Graywolf Press,False,False,[]
mdp.39015015504171,0,ic,1833101,,MIU,990018331010106381,13640127,"0915308843,9780915308842",,85082574,Friday night at Silver Star : stories / by Patricia Henley.,"Graywolf Press, c1986.",bib,2012-09-06 19:30:59,0,1986,mnu,eng,BK,MIU,umich,umich,google,google,"Henley, Patricia.",https://catalog.hathitrust.org/Record/1833101,https://hdl.handle.net/2027/mdp.39015015504171,Graywolf Press,True,True,"['montana arts council first book award', None, 'national endowment for the arts', 'jerome foundation']"
mdp.39015016968466,0,ic,1843454,,MIU,990018434540106381,18960580,"1555971172,9781555971175",,88037719,"The stars, the snow, the fire : twenty-five years in the northern wilderness : a memoir / by John Haines.","Graywolf Press, 1989.",bib,2012-09-06 19:31:01,0,1989,mnu,eng,BK,MIU,umich,umich,google,google,"Haines, John, 1924-2011.",https://catalog.hathitrust.org/Record/1843454,https://hdl.handle.net/2027/mdp.39015016968466,Graywolf Press,True,True,"['national endowment for the arts', 'minnesota state arts board', 'bush foundation', 'united arts']"
mdp.39015017436588,0,ic,2906584,,MIU,990029065840106381,28799240,"1555972071,155597208X,9781555972073,9781555972080",,93034062,Chosen by the lion : poems / by Linda Gregg.,"Graywolf Press, 1994.",bib,2008-11-01 23:30:13,0,1994,mnu,eng,BK,MIU,umich,umich,google,google,"Gregg, Linda.",https://catalog.hathitrust.org/Record/2906584,https://hdl.handle.net/2027/mdp.39015017436588,Graywolf Press,True,True,"['minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'andrew w. mellon foundation', ""lila wallace reader's digest fund"", 'mcknight foundation', 'target', 'target', 'star tribune foundation', 'general mills foundation', 'united arts']"
mdp.39015017685051,0,ic,947974,,MIU,990009479740106381,17546946,"1555971083,9781555971083",,87083085,A guide to forgetting : poems / by Jeffrey Skinner ; [selected by Tess Gallagher].,"Graywolf Press, c1988.",bib,2012-06-17 19:30:07,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Skinner, Jeffrey.",https://catalog.hathitrust.org/Record/947974,https://hdl.handle.net/2027/mdp.39015017685051,Graywolf Press,True,True,['united arts']
mdp.39015018484165,0,ic,2181089,,MIU,990021810890106381,20854072,"155597130X,1555971318,9781555971304,9781555971311",,89077979,Let evening come : poems / by Jane Kenyon.,"Graywolf Press, 1990.",bib,2012-09-06 19:31:05,0,1990,mnu,eng,BK,MIU,umich,umich,google,google,"Kenyon, Jane.",https://catalog.hathitrust.org/Record/2181089,https://hdl.handle.net/2027/mdp.39015018484165,Graywolf Press,True,True,"['joyce peseroff and alice mattison', 'national endowment for the arts', 'minnesota state arts board', 'mcknight foundation', 'minnesota state arts board', 'united arts']"
mdp.39015018496367,0,ic,2182314,,MIU,990021823140106381,20562689,"1555971237,9781555971236",,89025957,Mottetti : poems of love : the motets of Eugenio Montale / translated & with an introduction by Dana Gioia.,"Graywolf Press, 1990.",bib,2012-06-09 19:30:18,0,1990,mnu,eng,BK,MIU,umich,umich,google,google,"Montale, Eugenio, 1896-1981.",https://catalog.hathitrust.org/Record/2182314,https://hdl.handle.net/2027/mdp.39015018496367,Graywolf Press,True,True,"[None, 'national endowment for the arts', 'minnesota state arts board', 'mcknight foundation', 'united arts']"
mdp.39015018640279,0,ic,407719,,MIU,990004077190106381,12080164,"0915308649,0915308657,9780915308644,9780915308651",,84081629,My Christina & other stories / Mercè Rodoreda; translated and with an introduction by David H. Rosenthal.,"Graywolf Press, 1984.",bib,2012-04-05 19:30:23,0,1984,wau,eng,BK,MIU,umich,umich,google,google,"Rodoreda, Mercè, 1908-1983.",https://catalog.hathitrust.org/Record/407719,https://hdl.handle.net/2027/mdp.39015018640279,Graywolf Press,False,False,['national endowment for the arts']
